username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
67pinkice,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
bronzed1,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
hotforu,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
llyned,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,18924.0,18924.0,18924.0,0.0,54.0,female,"cali, valle del cauca, colombia",mixed,trabajo social,,1-2 living with me,christian,straight,female,,51-60,,,
william4you,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,18578.0,18578.0,18578.0,0.0,51.0,male,"abbotsford, bc, canada",white,,single,want children,christian,straight,male,,51-60,,,
wasana,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
juanjo00,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,15740.0,15740.0,15740.0,0.0,53.0,male,"resistencia, chaco, argentina",hispanic,comerciante,divorced,don't want children,christian,straight,male,,51-60,,,
sucava,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
uramirez,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
rockincountrygurl70,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,44655.0,44656.0,44656.0,0.0,53.0,female,"dayton, tx, usa",white,,single,no children,christian,straight,female,,51-60,,,
trulysweetheart,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
noidea5015,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
nenabonita18,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,18358.0,18358.0,18358.0,0.0,49.0,female,"las vegas, nv, usa",hispanic,admin assistant,separated,1-2 living with me,christian,straight,female,,41-50,,,
walter2708,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,18856.0,18856.0,18856.0,0.0,37.0,male,"caracas, distrito capital, venezuela",hispanic,,single,more than 2 living with me,christian,straight,male,,31-40,,,
user_11082,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
sweethoney,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
maryyulgenis,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
josel16,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,19903.0,19903.0,19903.0,0.0,42.0,male,"havana, cuba",mixed,,single,want children,other,straight,male,,41-50,,,
dannyestrad10,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,15243.0,15243.0,15243.0,0.0,29.0,male,"medellin, antioquia, colombia",hispanic,,single,no children,christian,straight,male,,21-30,,,
martinezlucia,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
rikah23,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,19190.0,19190.0,19190.0,0.0,52.0,female,"syracuse, ny, usa",mixed,student,single,no children,christian,straight,female,"i'm a open minded gal with a warm and compassionate heart. i have a strong passion for living, loving, and learning. we learn by reading, sharing, and doing.",51-60,"{'m', 'compassionate', 'heart', 'minded', 'open', 'passion', 'gal', 'sharing', 'strong', 'warm', 'learning', 'loving', 'reading', 'living', 'learn'}",m open mind gal warm compassion heart strong passion live love learn learn read share,"{'m', 'read', 'heart', 'live', 'open', 'passion', 'gal', 'share', 'compassion', 'mind', 'warm', 'strong', 'love', 'learn'}"
he18,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
jaime7,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,15378.0,15378.0,15378.0,0.0,45.0,male,"isla santa cruz, ecuador",hispanic,pescado artesanal,divorced,1-2 living elsewhere,atheist,straight,male,,41-50,,,
shivani02,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,15405.0,15405.0,15405.0,0.0,37.0,female,"chandigarh, india",asian,,separated,no children,hindu,straight,female,,31-40,,,
alexandra_2019,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,15416.0,15416.0,15416.0,0.0,39.0,female,"guayaquil, ecuador",hispanic,economista,single,no children,christian,straight,female,,31-40,,,
fredalvmac,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
bani,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,15635.0,15635.0,15635.0,0.0,35.0,male,"medellin, antioquia, colombia",hispanic,,single,no children,christian,straight,male,,31-40,,,
shekina3,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
yenzlee,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,31008.0,31008.0,31008.0,0.0,45.0,female,"taipei, keelung city, taiwan",asian,graphic designer,divorced,no children,other,straight,female,,41-50,,,
marielherrera,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
jose_talavera12,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
dianafiorella,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
nataliya78,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,15676.0,15676.0,15676.0,0.0,37.0,female,"zaporizhzhia, zaporizhia oblast, ukraine, 69061",white,,married,more than 2 living with me,christian,straight,female,,31-40,,,
chazzy,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,15643.0,15643.0,15643.0,0.0,48.0,female,"bellville, cape town, south africa",mixed,administrator,divorced,1-2 living with me,christian,straight,female,"i'm straightforward. no hidden agenda. funny, kind and a hopeless romantic.",41-50,"{'m', 'kind', 'hidden', 'hopeless', 'straightforward', 'agenda', 'funny', 'romantic'}",m straightforward hidden agenda funni kind hopeless romant,"{'m', 'romant', 'kind', 'hidden', 'hopeless', 'straightforward', 'agenda', 'funni'}"
clumsy,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,17236.0,17236.0,17236.0,0.0,56.0,male,"cape town, south africa",mixed,techniciam,divorced,1-2 living elsewhere,christian,straight,male,,51-60,,,
ileanar,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,22901.0,22901.0,22901.0,0.0,42.0,female,"san pedro sula, honduras",hispanic,,single,1-2 living with me,christian,straight,female,,41-50,,,
darin1969,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,31783.0,31783.0,31783.0,0.0,54.0,male,"cancun, quintana roo, mexico",white,engineer,separated,1-2 living elsewhere,christian,straight,male,,51-60,,,
mercy24,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,38722.0,38723.0,38723.0,0.0,42.0,female,"poza rica, ver., mexico",hispanic,,separated,1-2 living elsewhere,other,straight,female,,41-50,,,
millana87,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27381.0,27381.0,27381.0,0.0,35.0,female,"madrid, espana",white,educadora social,single,no children,christian,straight,female,,31-40,,,
zorro48,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,5728.0,5728.0,5728.0,0.0,49.0,male,"maracaibo, zulia, venezuela",hispanic,operador,single,want children,christian,straight,male,,41-50,,,
charlesa2,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27721.0,27721.0,27721.0,0.0,55.0,male,"vancouver, bc, canada",hispanic,,single,no children,christian,straight,male,,51-60,,,
fenepe,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
flori1975,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,35928.0,35929.0,35929.0,0.0,47.0,female,"cambridge, on, canada",white,logistics,separated,1-2 living with me,christian,straight,female,,41-50,,,
linde,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27588.0,27588.0,27588.0,0.0,60.0,female,"utrecht, netherlands",white,,divorced,more than 2 living elsewhere,other,straight,female,,61-70,,,
violetavio,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,35818.0,35819.0,35819.0,0.0,46.0,female,"mexico city, mexico",hispanic,profesora e investigadora de universidad,single,1-2 living with me,spiritual,straight,female,,41-50,,,
arshaka,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
sophia13,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,5396.0,5396.0,5396.0,0.0,48.0,female,"maracaibo, zulia, venezuela",hispanic,administradora de profesion,widowed,1-2 living with me,christian,straight,female,,41-50,,,
luzelena,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
marianoc,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
renzo2512,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
johnl,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,36103.0,36104.0,36104.0,0.0,75.0,male,"gadsden, al, usa",white,retired,divorced,1-2 living elsewhere,christian,straight,male,,71-80,,,
angy1611,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
almira8,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
william75,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,36149.0,36150.0,36150.0,0.0,51.0,male,"paris, france",black,jurist,single,1-2 living elsewhere,christian,straight,male,,51-60,,,
stelita7,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,36265.0,36266.0,36266.0,0.0,44.0,female,"distrito de lima, peru",hispanic,,single,no children,christian,straight,female,,41-50,,,
andreak,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,36185.0,36186.0,36186.0,0.0,44.0,female,"caracas, capital district, venezuela",,administracion,married,no children,christian,straight,female,,41-50,,,
clara22,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
olgui,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,9324.0,9324.0,9324.0,0.0,47.0,female,"santiago de cuba, cuba",white,gestor de negocios,single,1-2 living with me,other,straight,female,,41-50,,,
examiner,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,9401.0,9401.0,9401.0,0.0,62.0,male,"ciudad guayana, bolivar, venezuela",hispanic,ingeniero quimico,separated,1-2 living with me,christian,straight,male,,61-70,,,
ramona23,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
capone56,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,35668.0,35669.0,35669.0,0.0,67.0,male,"guayama, puerto rico",hispanic,retirado,divorced,1-2 living elsewhere,christian,straight,male,,61-70,,,
sfjxc59,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,35624.0,35625.0,35625.0,0.0,64.0,female,"campbell, ca, usa",hispanic,,single,more than 2 living elsewhere,christian,straight,female,,61-70,,,
cvferdinand,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,5414.0,5414.0,5414.0,0.0,49.0,male,"tijuana, baja california, mexico",hispanic,finance,divorced,want children,spiritual,straight,male,"i am just a simple person who has a lot to say, but i don't say much around. i enjoy the company of others of like minds, around me. i get my thrills in finance. i love to play the stock market. the bulls gives a quick rush, the bears keep me pumping. my only other wish is that she be there besides me, to share my joy and excitement; a fulfilling thrilling experience. what takes your place are my 80's and 90's music videos. i love to compose music and edit music videos. i like pro photography, but i am really bad at it. i would love to play an instrument, but i don't know how to. i have a synthesizer, a violin, and a set of electric drums, but i only stare at them in wonder; all i am missing is the electric guitar and the cast. a cat comes over to visit me every day so that i can pet her and giver some tasty goodies, and then she is gone. i don't know who she belongs to, but she seeks me out. all though i love the pussy's attention, i wish it were the girl of my dreams instead, the real thing. what i think about me? i think i am a cool dude. what i think about you? i think you are missing me in your life.",41-50,"{'wonder', 'pro', 'electric', 'besides', 'love', 'fulfilling', 'tasty', 'place', 'get', 'set', 'enjoy', 'drums', 'thrilling', 'person', 'gives', 'keep', 'compose', 'experience', 'bulls', 'others', 'goodies', 'giver', 'really', 'joy', 'day', 'minds', 'life', 'bad', 'violin', 'takes', 'cat', 'edit', 'wish', 'missing', 'real', 'think', 'dude', 'visit', 'market', 'music', 'synthesizer', 'cool', 'attention', 'photography', 'around', 'play', 'simple', 'instead', 'videos', 'stock', 'comes', 'girl', 'say', 'quick', 'belongs', '90', 'though', 'share', 'thing', 'finance', 'seeks', 'company', 'dreams', 'nt', 'guitar', 'instrument', 'pussy', 'bears', 'stare', 'would', 'thrills', '80', 'gone', 'pumping', 'rush', 'lot', 's', 'pet', 'know', 'like', 'excitement', 'cast', 'every', 'much'}",simpl person lot say nt say much around enjoy compani other like mind around get thrill financ love play stock market bull give quick rush bear keep pump wish besid share joy excit fulfil thrill experi take place 80 s 90 s music video love compos music edit music video like pro photographi realli bad would love play instrument nt know synthes violin set electr drum stare wonder miss electr guitar cast cat come visit everi day pet giver tasti goodi gone nt know belong seek though love pussi s attent wish girl dream instead real thing think think cool dude think think miss life,"{'pussi', 'wonder', 'mind', 'pro', 'love', 'place', 'get', 'dream', 'besid', 'set', 'enjoy', 'attent', 'person', 'bull', 'keep', 'giver', 'video', 'joy', 'day', 'life', 'pump', 'miss', 'bad', 'violin', 'take', 'cat', 'edit', 'wish', 'thrill', 'real', 'think', 'dude', 'visit', 'market', 'goodi', 'drum', 'music', 'excit', 'cool', 'fulfil', 'around', 'financ', 'play', 'instead', 'stock', 'girl', 'say', 'quick', 'compos', 'give', '90', 'though', 'share', 'experi', 'thing', 'nt', 'electr', 'guitar', 'belong', 'instrument', 'other', 'stare', 'would', 'compani', 'tasti', 'seek', 'synthes', '80', 'gone', 'simpl', 'rush', 'lot', 's', 'pet', 'know', 'photographi', 'realli', 'everi', 'come', 'like', 'cast', 'bear', 'much'}"
ahmeda234,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
viccrosa72,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
samanth,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
oberto,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
masiel,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
gringo,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
mariav2345,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
bundap,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27937.0,27937.0,27937.0,0.0,62.0,female,"johor, malaysia",asian,,divorced,1-2 living with me,muslim,straight,female,,61-70,,,
jeka_sv,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,32302.0,32302.0,32302.0,0.0,35.0,male,"dnepropetrovsk, dnipropetrovsk oblast, ukraine",white,,single,no children,christian,straight,male,,31-40,,,
jose_moya,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
raaj18,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,35319.0,35320.0,35320.0,0.0,38.0,male,"jabalpur, madhya pradesh 482001, india",asian,selfemployed,single,no children,hindu,straight,male,"i am nice and cool guy who have very soft and kind heart. i belive in humen being and dedication in true relationship.
i want to know about overseas people their cultural and social activities and also want to explore the different part of the glob.",31-40,"{'kind', 'nice', 'overseas', 'different', 'humen', 'dedication', 'part', 'relationship', 'social', 'want', 'soft', 'true', 'activities', 'explore', 'know', 'cool', 'glob', 'heart', 'people', 'belive', 'guy', 'cultural', 'also'}",nice cool guy soft kind heart beliv humen dedic true relationship want know oversea peopl cultur social activ also want explor differ part glob,"{'kind', 'nice', 'oversea', 'dedic', 'humen', 'cultur', 'part', 'relationship', 'social', 'want', 'soft', 'true', 'differ', 'explor', 'know', 'cool', 'beliv', 'glob', 'heart', 'activ', 'guy', 'peopl', 'also'}"
melvasan,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
joana87,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
geneva,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27859.0,27859.0,27859.0,0.0,55.0,female,"chicago, il, usa",black,retired,divorced,no children,christian,straight,female,,51-60,,,
arivel,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
saraloza,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,35427.0,35428.0,35428.0,0.0,50.0,female,"quito, ecuador",hispanic,fotografa periodista,single,no children,christian,straight,female,,51-60,,,
phantomdiver,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,35540.0,35541.0,35541.0,0.0,59.0,male,"brampton, on, canada",white,retired,divorced,1-2 living elsewhere,other,straight,male,"hi, my name is dave and i'm an avid outdoorsman living in canada. i am currently retired and looking to move to ecuador to live for a while and possibly move there during the winter months. some of my interests include cooking, scuba diving and fishing. i am currently learning spanish but not great at speaking it yet but getting much better. i am looking for a lady friend to enjoy some laughs and share a the good things in life. the most important thing i look for in a person is respect of others and honesty. please say hi or hola if you want to know each other more. adios amigas.",51-60,"{'winter', 'lady', 'friend', 'yet', 'amigas', 'scuba', 'life', 'look', 'months', 'great', 'living', 'looking', 'fishing', 'move', 'respect', 'say', 'learning', 'ecuador', 'want', 'things', 'good', 'enjoy', 'possibly', 'm', 'avid', 'laughs', 'live', 'speaking', 'know', 'hi', 'share', 'person', 'please', 'important', 'canada', 'thing', 'name', 'dave', 'diving', 'currently', 'include', 'spanish', 'getting', 'retired', 'cooking', 'much', 'adios', 'better', 'others', 'honesty', 'interests', 'outdoorsman', 'hola'}",hi name dave m avid outdoorsman live canada current retir look move ecuador live possibl move winter month interest includ cook scuba dive fish current learn spanish great speak yet get much better look ladi friend enjoy laugh share good thing life import thing look person respect other honesti pleas say hi hola want know adio amiga,"{'winter', 'friend', 'yet', 'current', 'scuba', 'dive', 'cook', 'look', 'life', 'speak', 'other', 'great', 'laugh', 'pleas', 'learn', 'move', 'respect', 'say', 'get', 'ladi', 'ecuador', 'import', 'want', 'good', 'enjoy', 'm', 'avid', 'amiga', 'live', 'know', 'hi', 'share', 'person', 'canada', 'thing', 'fish', 'retir', 'name', 'dave', 'possibl', 'includ', 'spanish', 'interest', 'month', 'much', 'adio', 'better', 'honesti', 'outdoorsman', 'hola'}"
yvonnevd,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
borko,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
harrye,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
mariaamartinez,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,6825.0,6825.0,6825.0,0.0,26.0,female,"caracas, distrito capital, venezuela",hispanic,student,single,want children,christian,straight,female,,21-30,,,
anaisd,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27416.0,27416.0,27416.0,0.0,29.0,female,"santo domingo, republica dominicana",hispanic,,single,1-2 living with me,other,straight,female,,21-30,,,
amner,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,36361.0,36362.0,36362.0,0.0,33.0,male,"antofagasta, region de antofagasta, chile",hispanic,trabajador publico,single,no children,christian,straight,male,,31-40,,,
eva_s,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29389.0,29389.0,29389.0,0.0,49.0,female,"buenos aires, autonomous city of buenos aires, argentina",white,,separated,don't want children,atheist,straight,female,looking for someone with enough sense of humor to make me laugh...,41-50,"{'enough', 'looking', 'humor', 'someone', 'sense', 'laugh', 'make'}",look someon enough sens humor make laugh,"{'enough', 'humor', 'look', 'sens', 'laugh', 'make', 'someon'}"
hilda12,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
weiq,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,38476.0,38477.0,38477.0,0.0,34.0,male,singapore,asian,,single,want children,other,straight,male,,31-40,,,
lookingforreallove16,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,38484.0,38485.0,38485.0,0.0,39.0,male,"minneapolis, mn, usa",white,retail,single,want children,christian,straight,male,,31-40,,,
jackeo,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
hatenea33,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
thasa01,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27137.0,27137.0,27137.0,0.0,37.0,female,"montreal, qc, canada",hispanic,teacher,single,no children,atheist,straight,female,,31-40,,,
fuatk,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
hanna1991,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
pauric,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
danysolte,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
frhesmore,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
kevster94,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,10397.0,10397.0,10397.0,0.0,29.0,male,"reno, nv, usa",mixed,warehouse,divorced,1-2 living with me,spiritual,straight,male,my daughter is 7 just gonna put that out there so you know im fun i like shooting at the range i like to work out but i also like playing games and watching movies and sleep. im a little shy so if i sont message ya it is because i probably feel like im not worthy.,21-30,"{'watching', 'im', 'games', 'work', 'little', 'feel', 'fun', 'daughter', 'na', 'know', 'playing', 'movies', '7', 'like', 'sont', 'probably', 'worthy', 'shy', 'range', 'shooting', 'put', 'ya', 'also', 'gon', 'message', 'sleep'}",daughter 7 gon na put know im fun like shoot rang like work also like play game watch movi sleep im littl shi sont messag ya probabl feel like im worthi,"{'im', 'work', 'rang', 'shoot', 'feel', 'fun', 'game', 'probabl', 'movi', 'daughter', 'worthi', 'shi', 'na', 'know', '7', 'like', 'sont', 'littl', 'watch', 'put', 'ya', 'also', 'messag', 'gon', 'play', 'sleep'}"
regina435,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,2681.0,2681.0,2681.0,0.0,51.0,female,"zaporizhzhia, zaporizhia oblast, ukraine, 69061",white,,divorced,1-2 living elsewhere,christian,straight,female,,51-60,,,
paleke,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
safwenayari486,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,37053.0,37054.0,37054.0,0.0,35.0,male,"tunis, tunisia",mixed,,single,no children,muslim,straight,male,,31-40,,,
gonzalezh,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,37206.0,37207.0,37207.0,0.0,40.0,female,"santo domingo, republica dominicana",hispanic,,single,no children,other,straight,female,,41-50,,,
03robert,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,5536.0,5536.0,5536.0,0.0,41.0,male,"chicago, il, usa",hispanic,,single,want children,other,straight,male,,41-50,,,
scotts234,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
maytesita,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,26886.0,26886.0,26886.0,0.0,51.0,female,"havana, cuba",mixed,secretary,single,1-2 living elsewhere,spiritual,straight,female,,51-60,,,
yasly,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,10244.0,10244.0,10244.0,0.0,32.0,female,"ciego de avila, cuba",hispanic,,divorced,1-2 living with me,other,straight,female,,31-40,,,
talltom76,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
oldsoulyoungheart,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,37353.0,37354.0,37354.0,0.0,43.0,female,"plymouth, mn, usa",mixed,,single,want children,spiritual,straight,female,,41-50,,,
susana7,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,36856.0,36857.0,36857.0,0.0,34.0,female,"mexico city, mexico",white,maestra,single,no children,other,straight,female,im looking for a guy to practice my english. preference to united states.,31-40,"{'states', 'preference', 'looking', 'english', 'im', 'practice', 'guy', 'united'}",im look guy practic english prefer unit state,"{'english', 'prefer', 'im', 'guy', 'look', 'practic', 'unit', 'state'}"
alepeace,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,10085.0,10085.0,10085.0,0.0,27.0,female,"lima, peru",mixed,administradora,single,want children,christian,straight,female,,21-30,,,
johnnydive,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
karyd,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
nikola339,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27355.0,27355.0,27355.0,0.0,32.0,male,"zrenjanin, serbia",white,,divorced,1-2 living elsewhere,christian,straight,male,,31-40,,,
monidenisse,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
walterg234,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
nancyflores1278,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27289.0,27289.0,27289.0,0.0,45.0,female,"tegucigalpa, honduras",hispanic,ama de casa,separated,1-2 living with me,christian,straight,female,,41-50,,,
wrcm48,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
ale49,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27156.0,27156.0,27156.0,0.0,55.0,female,"toluca, state of mexico, mexico",hispanic,asesor,divorced,more than 2 living elsewhere,spiritual,straight,female,,51-60,,,
liesto,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
joseb,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27150.0,27150.0,27150.0,0.0,42.0,male,"trento, province of trento, italy",hispanic,,single,want children,christian,straight,male,,41-50,,,
wag_1,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
magia,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,36691.0,36692.0,36692.0,0.0,65.0,female,"st. petersburg, fl, usa",white,работа в культуре,widowed,1-2 living elsewhere,christian,straight,female,,61-70,,,
