username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
nenad2015,0.0003367278819310747,0.00036203926048472486,0.00034938357120789976,2617.0,2617.0,2617.0,0.0,61.0,male,"belgrade, serbia",white,el. engineer,single,no children,christian,straight,male,"traveller, photographer, friendly good hearted man",61-70,"{'friendly', 'man', 'traveller', 'good', 'photographer', 'hearted'}",travel photograph friendli good heart man,"{'heart', 'man', 'good', 'travel', 'friendli', 'photograph'}"
runea,0.0004088071107530887,0.0002860675945924985,0.00034743735267279356,18084.0,18084.0,18084.0,0.0,57.0,male,"kristiansand, norway",white,,single,no children,christian,straight,male,,51-60,,,
najas,0.00027888068556310435,0.0004116888742209336,0.000345284779892019,10155.0,10155.0,10155.0,0.0,63.0,male,"alicante (alacant), alicante, espana",white,pensionista,divorced,don't want children,christian,straight,male,,61-70,,,
jamesr2345,0.00017218562302960395,0.0005149890197875089,0.0003435873214085564,32719.0,32719.0,32719.0,0.0,61.0,male,"athens, greece",white,,single,no children,christian,straight,male,,61-70,,,
jamesr23456,0.00017218562302960395,0.0005149890197875089,0.0003435873214085564,33085.0,33086.0,33086.0,0.0,61.0,male,"athens, greece",white,,single,no children,spiritual,straight,male,,61-70,,,
gitm,0.0003450388650320059,0.0003368643008432949,0.00034095158293765044,41960.0,41961.0,41961.0,0.0,47.0,male,"phoenix, az, usa",mixed,,single,no children,other,straight,male,,41-50,,,
single41,0.00011264336936096282,0.0005681708193183378,0.0003404070943396503,34350.0,34351.0,34351.0,0.0,47.0,male,"greenville, sc, usa",white,,divorced,1-2 living elsewhere,other,straight,male,,41-50,,,
angelrivera,0.0003227496370307968,0.0003566682173161075,0.00033970892717345214,7375.0,7375.0,7375.0,0.0,66.0,male,"ciales, puerto rico",hispanic,maestro retirado,separated,no children,christian,straight,male,,61-70,,,
alex2345,0.00012792524979371046,0.0005500683267025364,0.0003389967882481234,10.0,10.0,10.0,0.0,50.0,male,"nuremberg, germany",white,,single,no children,buddhist,straight,male,,51-60,,,
emely19,0.00015503576135262093,0.0005138234500078282,0.00033442960568022453,20471.0,20471.0,20471.0,0.0,25.0,female,"barquisimeto 3001, lara, venezuela",white,,single,no children,christian,straight,female,,21-30,,,
ramses86l,0.0002784874441778419,0.00038954284175545255,0.0003340151429666472,8204.0,8204.0,8204.0,0.0,36.0,male,"guayaquil, ecuador",hispanic,educational psychologist,widowed,1-2 living with me,spiritual,straight,male,,31-40,,,
isabosalem,6.928167115827712e-05,0.0005977397264482007,0.0003335106988032389,19319.0,19319.0,19319.0,0.0,56.0,female,"chandler, az, usa",white,retired caregiver,widowed,1-2 living with me,christian,straight,female,loony intellectual looking for last love of my life,51-60,"{'looking', 'loony', 'intellectual', 'life', 'last', 'love'}",looni intellectu look last love life,"{'intellectu', 'look', 'life', 'last', 'looni', 'love'}"
valve,0.00012065670139876419,0.0005456431747928694,0.00033314993809581677,14833.0,14833.0,14833.0,0.0,49.0,female,"tartu, estonia",white,,divorced,1-2 living with me,atheist,straight,female,,41-50,,,
ariana_ch,0.0003325142873648217,0.00033264194517691764,0.0003325781162708697,18005.0,18005.0,18005.0,0.0,61.0,female,"bern, switzerland",white,communication manager,divorced,1-2 living with me,christian,straight,female,,61-70,,,
nofear,0.0002589479098551276,0.00040158169408132505,0.00033026480196822635,20078.0,20078.0,20078.0,0.0,59.0,male,"arima, trinidad and tobago",black,security supervisor,separated,more than 2 living elsewhere,christian,straight,male,,51-60,,,
fheexr,0.00021472145159551968,0.0004456063093681801,0.0003301638804818499,25024.0,25024.0,25024.0,0.0,51.0,male,"puebla, mexico",hispanic,,single,no children,other,straight,male,,51-60,,,
evelynmina,0.00020919546515416214,0.0004503775678612452,0.0003297865165077037,12652.0,12652.0,12652.0,0.0,36.0,female,"guayaquil, ecuador",hispanic,teacher,single,1-2 living with me,christian,straight,female,,31-40,,,
jersonl,0.00012687989497974392,0.0005326590502572188,0.0003297694726184814,37440.0,37441.0,37441.0,0.0,42.0,male,"provincia de san jose, costa rica",white,,single,1-2 living elsewhere,other,straight,male,,41-50,,,
difto30,0.0002371670955838248,0.0004204449205656707,0.00032880600807474775,25092.0,25092.0,25092.0,0.0,43.0,male,"bogota, colombia",hispanic,contador publico,single,1-2 living elsewhere,spiritual,straight,male,,41-50,,,
yoedave65,0.00024468509904259733,0.0004097506515539943,0.00032721787529829585,33993.0,33994.0,33994.0,0.0,58.0,male,"punto fijo, falcon, venezuela",hispanic,petroquimico e investigador de historia,divorced,1-2 living elsewhere,christian,straight,male,,51-60,,,
wana,0.0004389855643626534,0.0002125498799414809,0.0003257677221520672,39201.0,39202.0,39202.0,0.0,32.0,female,"42000 port klang, selangor, malaysia",asian,clerk,single,no children,muslim,straight,female,"well.im simple person,nice and humble gurl.im interested with white caucasian guy:) text me if you wanna know more about me",31-40,"{'gurlim', 'wan', 'na', 'interested', 'nice', 'know', 'person', 'caucasian', 'guy', 'humble', 'wellim', 'simple', 'text', 'white'}",wellim simpl person nice humbl gurlim interest white caucasian guy text wan na know,"{'gurlim', 'wan', 'na', 'know', 'nice', 'interest', 'person', 'caucasian', 'guy', 'white', 'simpl', 'wellim', 'text', 'humbl'}"
critterkc,0.00018929870814965487,0.0004620861211912657,0.0003256924146704603,7608.0,7608.0,7608.0,0.0,46.0,male,"post, tx 79356, usa",white,ranch hand,divorced,no children,christian,straight,male,,41-50,,,
tris,0.0002783775949791908,0.0003703178314683985,0.0003243477132237947,22460.0,22460.0,22460.0,0.0,47.0,male,"nancy, france",white,music,single,no children,atheist,straight,male,my passion is the music since a long time and compose electronic music what could i add except that i'm someone more alternative than mainstream in general and willing to meet a lady attracted by arts and culture with a kind and passionate character...,41-50,"{'lady', 'kind', 'long', 'since', 'meet', 'time', 'attracted', 'mainstream', 'electronic', 'culture', 'willing', 'arts', 'm', 'passion', 'general', 'music', 'could', 'add', 'compose', 'character', 'except', 'someone', 'alternative', 'passionate'}",passion music sinc long time compos electron music could add except m someon altern mainstream gener will meet ladi attract art cultur kind passion charact,"{'kind', 'long', 'gener', 'charact', 'sinc', 'art', 'meet', 'someon', 'time', 'cultur', 'mainstream', 'ladi', 'compos', 'm', 'passion', 'music', 'electron', 'altern', 'could', 'add', 'except', 'will', 'attract'}"
romina2020,6.750445132830301e-05,0.0005810499087338038,0.0003242771800310534,7368.0,7368.0,7368.0,0.0,35.0,female,"guayaquil, ecuador",mixed,,single,1-2 living with me,other,straight,female,,31-40,,,
markb851,6.730440658412267e-05,0.000580894968460562,0.00032409968752234234,7295.0,7295.0,7295.0,0.0,38.0,male,"amanzimtoti, 4126, south africa",white,sales,separated,no children,atheist,straight,male,,31-40,,,
zagato,0.00019110234726931117,0.00045510931905755363,0.0003231058331634324,12953.0,12953.0,12953.0,0.0,41.0,male,"estado de mexico, mexico",hispanic,maestro en direccion de proyectos (own bussines),single,no children,christian,straight,male,,41-50,,,
user_40504,0.0002441865611990027,0.00039673212658555975,0.00032045934389228123,7573.0,7573.0,7573.0,0.0,49.0,female,"miyakonojo, miyazaki prefecture, japan",asian,food service,divorced,no children,buddhist,straight,female,,41-50,,,
curiousjb,0.0003949545046746605,0.00024430600544843165,0.0003196302550615461,6681.0,6681.0,6681.0,0.0,64.0,male,"julian, ca 92036, usa",white,computer industry,divorced,no children,spiritual,straight,male,"i am a curious person who enjoys reading, travel, and quiet times at home. in better times i had season tickets for the opera and theatre, i enjoy watching independent films (indies), the typical summer blockbuster is okay once in a while, but a good drama can be wonderful. i live on 2rural acres in the desert, 12 miles from the nearest grocer. 

i am open minded and like people who are too. people have a lot of beliefs and i respect yours; ideally you will return the favor. mine are pretty entrenched, however i can and have changed some by well reasoned discussion. i find spectator sports dull, rather be doing than watching. have enjoyed skiing, ballroom dancing, and scuba diving, would like to do again; i have hiked 1800 miles of the pacific crest trail recently. used to enjoy sailing and fishing and would like to again, honestly it's been since high school since either, though. 

everyone gets a fair shake until they prove otherwise. i am non-secular and won't debate religion as long as people don't try to proselytize. ""spiritual"" seems the closest match, since i do not belong to any organized religion but have high ethical standards. 

my myers-briggs type indicator (mbti) is intj. people of this type are generally introverted and reticent about sharing information; we also don't ""get"" interpersonal dynamics, so it's best to be direct and blunt. 

it is unfortunate that circumstances drastically limit pursuing a relationship where language or distance are obstacles. conversation is welcome but the above will surely limit potential opportunities to meet face-to-face, which is my primary goal from this forum. 

thank you for reading my profile, and best wishes for you and yours!",61-70,"{'drama', 'watching', 'distance', 'long', 'profile', 'opera', 'travel', 'ideally', 'enjoyed', 'shake', 'language', 'fair', 'get', 'quiet', 'grocer', 'organized', 'enjoy', 'information', 'curious', 'person', 'standards', 'skiing', '12', 'blunt', 'unfortunate', 'changed', 'better', 'also', 'drastically', 'welcome', 'potential', 'introverted', 'forum', 'nearest', 'school', 'minded', 'generally', 'facetoface', 'opportunities', 'circumstances', 'okay', 'match', 'since', 'indies', 'reading', 'thank', 'recently', 'ballroom', 'miles', 'favor', 'limit', 'relationship', 'acres', 'gets', 'sailing', 'conversation', 'wishes', 'mine', 'live', 'open', 'sports', 'used', 'pretty', 'entrenched', 'either', 'pacific', 'films', 'wonderful', 'theatre', 'people', 'type', 'goal', 'obstacles', 'independent', 'best', 'typical', 'meet', 'rather', 'high', 'crest', 'fishing', 'dancing', 'good', 'reasoned', 'dull', 'hiked', 'interpersonal', 'debate', 'honestly', 'though', 'season', '2rural', 'proselytize', 'prove', 'spiritual', 'primary', 'home', 'find', 'try', 'ethical', 'direct', 'reticent', 'nt', 'belong', 'mbti', '1800', 'enjoys', 'seems', 'myersbriggs', 'pursuing', 'scuba', 'summer', 'wo', 'times', 'would', 'blockbuster', 'beliefs', 'religion', 'desert', 'sharing', 'respect', 'surely', 'dynamics', 'lot', 'spectator', 's', 'like', 'well', 'return', 'diving', 'everyone', 'tickets', 'trail', 'nonsecular', 'otherwise', 'intj', 'however', 'closest', 'discussion', 'indicator'}",curiou person enjoy read travel quiet time home better time season ticket opera theatr enjoy watch independ film indi typic summer blockbust okay good drama wonder live 2rural acr desert 12 mile nearest grocer open mind like peopl peopl lot belief respect ideal return favor mine pretti entrench howev chang well reason discuss find spectat sport dull rather watch enjoy ski ballroom danc scuba dive would like hike 1800 mile pacif crest trail recent use enjoy sail fish would like honestli s sinc high school sinc either though everyon get fair shake prove otherwis nonsecular wo nt debat religion long peopl nt tri proselyt spiritu seem closest match sinc belong organ religion high ethic standard myersbrigg type indic mbti intj peopl type gener introvert retic share inform also nt get interperson dynam s best direct blunt unfortun circumst drastic limit pursu relationship languag distanc obstacl convers welcom sure limit potenti opportun meet facetofac primari goal forum thank read profil best wish,"{'drama', 'dive', 'long', 'potenti', 'recent', 'wonder', 'opera', 'mind', 'pretti', 'gener', 'otherwis', 'travel', 'spiritu', 'typic', 'seem', 'facetofac', 'languag', 'shake', 'belief', 'drastic', 'fair', 'get', 'quiet', 'grocer', 'debat', 'enjoy', 'primari', 'discuss', 'person', 'dynam', 'fish', 'sure', '12', 'independ', 'watch', 'blunt', 'howev', 'better', 'also', 'sinc', 'forum', 'nearest', 'school', 'everyon', 'okay', 'reason', 'match', 'thank', 'sport', 'ballroom', 'favor', 'danc', 'limit', 'wish', 'relationship', 'interperson', 'mine', 'ski', 'pursu', 'live', 'ideal', 'open', 'welcom', 'either', 'standard', 'obstacl', 'type', 'goal', 'chang', 'best', 'proselyt', 'meet', 'ticket', 'time', 'organ', 'rather', 'high', 'hike', 'crest', 'pacif', 'use', 'indi', 'good', 'inform', 'convers', 'retic', 'dull', 'unfortun', 'distanc', 'though', 'season', '2rural', 'share', 'prove', 'blockbust', 'home', 'tri', 'find', 'direct', 'nt', 'mile', 'entrench', 'belong', 'mbti', '1800', 'indic', 'scuba', 'summer', 'profil', 'ethic', 'wo', 'would', 'myersbrigg', 'religion', 'desert', 'sail', 'film', 'respect', 'opportun', 'honestli', 'lot', 's', 'circumst', 'spectat', 'like', 'well', 'acr', 'return', 'introvert', 'read', 'trail', 'nonsecular', 'peopl', 'intj', 'curiou', 'closest', 'theatr'}"
octavio76,7.795913218982791e-05,0.0005602416574498333,0.00031910039481983064,19876.0,19876.0,19876.0,0.0,47.0,male,"monterrey, n.l., mexico",hispanic,disenador grafico,divorced,no children,christian,straight,male,,41-50,,,
user_37595,0.00017900046963526195,0.00045740124482789805,0.00031820085723158003,21803.0,21803.0,21803.0,0.0,56.0,male,"san luis, s.l.p., mexico",hispanic,,divorced,1-2 living elsewhere,christian,straight,male,,51-60,,,
kejsi,8.356860656027927e-05,0.0005446536787047109,0.00031411114263249506,19156.0,19156.0,19156.0,0.0,29.0,male,"tirana, albania",white,,single,no children,spiritual,straight,male,,21-30,,,
rinjarni,0.0002809549603059395,0.0003468665990206487,0.00031391077966329414,42876.0,42877.0,42877.0,0.0,49.0,male,"harrogate, north yorkshire, uk",white,,single,no children,other,straight,male,"who doesnt want to be in love! i am still unsure if i can fall in love over a website but i am willing to give it a go. 
travelling is my biggest interest and i would love to meet someone from a different culture",41-50,"{'fall', 'give', 'go', 'interest', 'culture', 'doesnt', 'someone', 'want', 'unsure', 'website', 'willing', 'biggest', 'would', 'meet', 'still', 'different', 'love', 'travelling'}",doesnt want love still unsur fall love websit will give go travel biggest interest would love meet someon differ cultur,"{'fall', 'give', 'go', 'interest', 'doesnt', 'differ', 'unsur', 'want', 'websit', 'cultur', 'biggest', 'would', 'meet', 'travel', 'still', 'will', 'someon', 'love'}"
sally,0.0005487911706081591,7.791466966419997e-05,0.0003133529201361795,20498.0,20498.0,20498.0,0.0,58.0,female,"toronto, on, canada",mixed,,divorced,1-2 living elsewhere,other,straight,female,"my strongest values are, respect, honesty and trust with good-open communication. 

.............................

i am romantic and; also a positive-minded, spiritual, kind, warm-hearted, calm, intelligent person, who knows how to treat a man, with respect, understanding and a lot of tlc (:) (:) 
i can rock in both a pair of levis and a t-shirt or sexy black-dress. 

.............................

i am non-judgmental but i am honest and a realist. i am also, not out there to play head games and i expect the same in return.

.............................

i love going for walks/hikes by the waterfront or in a park and appreciating nature, watching the sunrise and sunsets. 

.............................

i take great interest, in a man who smiles as natural extension of his attitude about himself & life, who has inner beauty which can always shine. a straight forward thinker man, who does not judge others. 

.............................

i believe it is unhealthy when i read a profile that says, i look at the world as a glass half empty. i have always looked for a man, who is serious about building a strong bonded long term relationship; where we can get to know each others interests and dislikes, by doing many different types of activities together. i believe, this will to add a good inner rhythm to ones personality, that will also help to create precious moments, which in turn, will build on strong bond a in a relationship. 

.............................

i believe that honesty and open communication are the most significant factors to build trust in a strong-bonded relationship. if you have read my profile so far, then surely, something must have caught your attention about me. so now the ball is in your court, feel free to give me a shout.. (:)",51-60,"{'watching', 'long', 'profile', 'games', 'moments', 'strongbonded', 'great', 'precious', 'blackdress', 'love', 'shine', 'get', 'forward', 'pair', 'warmhearted', 'calm', 'rock', 'realist', 'glass', 'beauty', 'person', 'going', 'must', 'inner', 'romantic', 'judge', 'understanding', 'goodopen', 'others', 'also', 'natural', 'always', 'strongest', 'building', 'unhealthy', 'life', 'look', 'trust', 'help', 'many', 'take', 'intelligent', 'extension', 'bonded', 'relationship', 'serious', 'something', 'man', 'open', 'caught', 'waterfront', 'attention', 'communication', 'treat', 'shout', 'appreciating', 'levis', 'interests', 'court', 'far', 'play', 'kind', 'believe', 'ball', 'different', 'bond', 'free', 'ones', 'sunsets', 'feel', 'factors', 'nonjudgmental', 'park', 'good', 'expect', 'give', 'straight', 'attitude', 'spiritual', 'empty', 'tshirt', 'add', 'sunrise', 'dislikes', 'honesty', 'tlc', 'values', 'personality', 'significant', 'honest', 'half', 'types', 'create', 'sexy', 'positiveminded', 'together', 'walkshikes', 'knows', 'respect', 'surely', 'strong', 'thinker', 'nature', 'lot', 'activities', 'know', 'says', 'return', 'smiles', 'term', 'read', 'rhythm', 'interest', 'turn', 'head', 'looked', 'world', 'build'}",strongest valu respect honesti trust goodopen commun romant also positivemind spiritu kind warmheart calm intellig person know treat man respect understand lot tlc rock pair levi tshirt sexi blackdress nonjudgment honest realist also play head game expect return love go walkshik waterfront park appreci natur watch sunris sunset take great interest man smile natur extens attitud life inner beauti alway shine straight forward thinker man judg other believ unhealthi read profil say look world glass half empti alway look man seriou build strong bond long term relationship get know other interest dislik mani differ type activ togeth believ add good inner rhythm one person also help creat preciou moment turn build strong bond relationship believ honesti open commun signific factor build trust strongbond relationship read profil far sure someth must caught attent ball court feel free give shout,"{'long', 'great', 'spiritu', 'blackdress', 'love', 'shine', 'one', 'get', 'forward', 'pair', 'calm', 'realist', 'rock', 'glass', 'differ', 'attent', 'commun', 'person', 'sure', 'must', 'inner', 'strongbond', 'watch', 'unhealthi', 'goodopen', 'also', 'valu', 'judg', 'dislik', 'appreci', 'strongest', 'life', 'look', 'understand', 'seriou', 'trust', 'help', 'alway', 'take', 'natur', 'relationship', 'man', 'someth', 'intellig', 'romant', 'open', 'caught', 'waterfront', 'empti', 'treat', 'beauti', 'shout', 'activ', 'type', 'court', 'far', 'play', 'kind', 'factor', 'ball', 'bond', 'free', 'feel', 'mani', 'park', 'say', 'good', 'preciou', 'expect', 'creat', 'straight', 'give', 'tshirt', 'add', 'positivemind', 'go', 'honesti', 'tlc', 'extens', 'honest', 'signific', 'half', 'profil', 'attitud', 'other', 'togeth', 'sexi', 'nonjudgment', 'believ', 'game', 'respect', 'strong', 'thinker', 'lot', 'warmheart', 'sunris', 'know', 'sunset', 'walkshik', 'smile', 'return', 'term', 'moment', 'read', 'rhythm', 'interest', 'levi', 'turn', 'head', 'world', 'build'}"
milamarian,0.0005487911706081591,7.791466966419997e-05,0.0003133529201361795,4633.0,4633.0,4633.0,0.0,58.0,female,"kilgore, tx 75662, usa",mixed,,married,more than 2 living elsewhere,christian,straight,female,"if you stopped by on my profile, i would like to tell you that i found him... the most loving/gentle/caring gentleman and i am stuck with him forever and ever. 

he is no longer a member on this site. (jase69) 

good luck in your search. 
thank you dnm family! 


kisses, hugs, butterflies and smiles. 




******* friendship only *******",51-60,"{'dnm', 'profile', 'would', 'tell', 'butterflies', 'thank', 'jase69', 'member', 'search', 'longer', 'site', 'good', 'luck', 'family', 'found', 'lovinggentlecaring', 'hugs', 'like', 'friendship', 'smiles', 'gentleman', 'kisses', 'stuck', 'forever', 'ever', 'stopped'}",stop profil would like tell found lovinggentlecar gentleman stuck forev ever longer member site jase69 good luck search thank dnm famili kiss hug butterfli smile friendship,"{'dnm', 'profil', 'would', 'forev', 'tell', 'thank', 'jase69', 'member', 'search', 'longer', 'butterfli', 'site', 'good', 'luck', 'found', 'like', 'smile', 'friendship', 'famili', 'gentleman', 'hug', 'stuck', 'lovinggentlecar', 'ever', 'stop', 'kiss'}"
isidoro1963,0.0005467828820838778,7.89371311225263e-05,0.00031286000660320207,24617.0,24617.0,24617.0,0.0,60.0,male,"quevedo, ecuador",mixed,educador,divorced,want children,christian,straight,male,,61-70,,,
stlouis523,0.0005467828820838778,7.89371311225263e-05,0.00031286000660320207,19171.0,19171.0,19171.0,0.0,60.0,male,"minneapolis, mn, usa",black,transportation,divorced,don't want children,other,straight,male,,61-70,,,
m6a7,0.00013090356548820127,0.0004942609617058578,0.00031258226359702956,39422.0,39423.0,39423.0,0.0,40.0,female,"athlone, co. westmeath, ireland",white,,separated,1-2 living with me,christian,straight,female,"love sports, criminal books, nights out and in",41-50,"{'criminal', 'sports', 'books', 'nights', 'love'}",love sport crimin book night,"{'sport', 'book', 'night', 'love', 'crimin'}"
hunnos,0.0002459069919046317,0.000377495411708721,0.00031170120180667635,44468.0,44469.0,44469.0,0.0,51.0,male,"pachuca, hidalgo, mexico",white,teacher,single,no children,other,straight,male,"spontaneous, funny, honest living always like tomorrow is going to end",51-60,"{'always', 'spontaneous', 'end', 'going', 'tomorrow', 'like', 'funny', 'living', 'honest'}",spontan funni honest live alway like tomorrow go end,"{'live', 'go', 'end', 'tomorrow', 'like', 'alway', 'funni', 'spontan', 'honest'}"
mac969,0.00028735557981648924,0.0003321582153707928,0.000309756897593641,35005.0,35006.0,35006.0,0.0,37.0,male,"oldsmar, fl, usa",white,costumer service,single,want children,christian,bisexual,male,,31-40,,,
ffuertesp,0.00023823742157351292,0.0003800117330666907,0.0003091245773201018,21293.0,21293.0,21293.0,0.0,44.0,male,"villa imperial de potosi, bolivia",hispanic,independiente,single,want children,christian,straight,male,,41-50,,,
ethsiebetsie,0.00026054068190038004,0.0003525469110176477,0.00030654379645901386,35490.0,35491.0,35491.0,0.0,36.0,female,"tarlac city, tarlac, philippines",asian,currently studying for professional education,single,want children,christian,straight,female,,31-40,,,
izza,0.00021780842789988973,0.0003895697726342793,0.0003036891002670845,44208.0,44209.0,44209.0,0.0,35.0,female,"bogota, bogota, colombia",mixed,,single,no children,other,straight,female,"i am a very multifaceted cheerful, tender diverdita etc.",31-40,"{'multifaceted', 'etc', 'diverdita', 'cheerful', 'tender'}",multifacet cheer tender diverdita etc,"{'cheer', 'multifacet', 'etc', 'diverdita', 'tender'}"
mar30,0.0003086653853164149,0.0002986147622698679,0.0003036400737931414,41363.0,41364.0,41364.0,0.0,37.0,female,"harvey, la, usa",black,,separated,1-2 living elsewhere,christian,straight,female,i'm a fun person to be around treat me the way you want me to treat you,31-40,"{'m', 'fun', 'person', 'around', 'way', 'want', 'treat'}",m fun person around treat way want treat,"{'m', 'fun', 'person', 'around', 'way', 'want', 'treat'}"
de123,7.963093216797547e-05,0.0005261724329782547,0.00030290168257311506,8125.0,8125.0,8125.0,0.0,31.0,female,"kadina sa 5554, australia",mixed,community work,single,no children,christian,straight,female,australian just moved to louisiana looking for friend's.,31-40,"{'friend', 'looking', 'louisiana', 'australian', 'moved', 's'}",australian move louisiana look friend s,"{'friend', 'move', 'look', 'louisiana', 'australian', 's'}"
anac2,0.0005108359881751344,9.34337713292285e-05,0.0003021348797521815,42550.0,42551.0,42551.0,0.0,42.0,female,"kissimmee, fl, usa",hispanic,,single,want children,other,straight,female,,41-50,,,
selete,9.418891971393676e-05,0.0005097042542578541,0.0003019465869858954,15136.0,15136.0,15136.0,0.0,44.0,female,"madrid, spain",white,peluqueria,divorced,1-2 living elsewhere,christian,straight,female,,41-50,,,
tatica,9.071321602167591e-05,0.0005116564908467942,0.00030118485343423503,20105.0,20105.0,20105.0,0.0,42.0,female,"kalisz, poland",white,,divorced,1-2 living with me,christian,straight,female,,41-50,,,
hazel,0.000558798832714416,3.755286072833879e-05,0.0002981758467213774,38868.0,38869.0,38869.0,0.0,47.0,female,"ankara, turkey",mixed,goverment,divorced,1-2 living with me,other,straight,female,,41-50,,,
alvis,3.43713800444117e-05,0.0005577179586629545,0.0002960446693536831,15594.0,15594.0,15594.0,0.0,29.0,male,"santa cruz de la sierra, bolivia",hispanic,ingeniero petrolero,single,no children,christian,straight,male,,21-30,,,
ohdette,0.0001640038807211401,0.00042759022788267935,0.00029579705430190974,28515.0,28515.0,28515.0,0.0,50.0,female,"manila, metro manila, philippines",asian,,single,no children,christian,straight,female,"sweet, caring, charming, god-fearing, thoughtful, loving and honest.",51-60,"{'sweet', 'godfearing', 'caring', 'loving', 'charming', 'thoughtful', 'honest'}",sweet care charm godfear thought love honest,"{'sweet', 'care', 'thought', 'godfear', 'charm', 'love', 'honest'}"
maez,0.0001612051492752296,0.00042941843087157354,0.0002953117900734016,36315.0,36316.0,36316.0,0.0,63.0,female,"kamloops, bc, canada",white,healthcare,single,1-2 living with me,christian,straight,female,"looking for a new good friend, to hang with, go for coffee and see what happens with!",61-70,"{'friend', 'see', 'new', 'go', 'looking', 'coffee', 'happens', 'good', 'hang'}",look new good friend hang go coffe see happen,"{'friend', 'see', 'new', 'go', 'happen', 'look', 'good', 'coffe', 'hang'}"
washer411,6.949965848080941e-05,0.0005179083588565308,0.0002937040086686701,16521.0,16521.0,16521.0,0.0,36.0,male,"latacunga, ecuador",mixed,ing. mecanico,single,no children,christian,straight,male,,31-40,,,
andres1144033690,3.5951515244310286e-05,0.0005513768228638377,0.00029366416905407403,16325.0,16325.0,16325.0,0.0,33.0,male,"oporto, portugal",hispanic,obrero,single,no children,other,straight,male,,31-40,,,
antonio29,3.5951515244310286e-05,0.0005513768228638377,0.00029366416905407403,15578.0,15578.0,15578.0,0.0,27.0,male,"guayaquil, ecuador",hispanic,enfermero,single,no children,other,straight,male,,21-30,,,
karl_pl,2.4426703686685412e-05,0.0005611397476750893,0.00029278322568088735,77.0,77.0,77.0,0.0,35.0,male,"holguin, cuba",white,,single,want children,christian,straight,male,,31-40,,,
lysap,0.00011930620859948942,0.00046554532636133974,0.0002924257674804146,38446.0,38447.0,38447.0,0.0,44.0,female,"ben tre, vietnam",asian,,single,no children,other,straight,female,,41-50,,,
nely,0.0002438978489332422,0.00034086440949470363,0.00029238112921397294,41879.0,41880.0,41880.0,0.0,30.0,female,"santo domingo, republica dominicana",black,,single,no children,other,straight,female,,31-40,,,
undadog,0.000444771753416128,0.00013945534468151976,0.00029211354904882386,32091.0,32091.0,32091.0,0.0,52.0,male,"scottburgh, 4180, south africa",white,"jack of all trades,master of one",separated,want children,christian,straight,male,,51-60,,,
karlsaniel,1.907159622290044e-05,0.0005633753607563593,0.0002912234784896299,16379.0,16379.0,16379.0,0.0,46.0,male,"general santos city, south cotabato, philippines",asian,manager,single,1-2 living with me,christian,straight,male,,41-50,,,
emil,0.0002556027146799078,0.000326472500720155,0.0002910376077000314,43758.0,43759.0,43759.0,0.0,53.0,female,"davao city, davao del sur, philippines",asian,,separated,1-2 living elsewhere,christian,straight,female,,51-60,,,
verena,5.753041962266547e-05,0.000523166881308111,0.0002903486504653882,10941.0,10941.0,10941.0,0.0,37.0,female,"quito, ecuador",hispanic,auxiliar de enfermeria,single,want children,other,straight,female,,31-40,,,
alicec2,0.00042437740652564424,0.00015453970546748714,0.00028945855599656566,41942.0,41943.0,41943.0,0.0,66.0,female,"whittier, california, ee. uu.",hispanic,,divorced,more than 2 living elsewhere,spiritual,straight,female,,61-70,,,
jeannette142,0.00042437740652564424,0.00015453970546748714,0.00028945855599656566,9368.0,9368.0,9368.0,0.0,63.0,female,"panama city, panama",hispanic,psicopedagoga,widowed,1-2 living elsewhere,christian,straight,female,,61-70,,,
vikays,0.00042437740652564424,0.00015453970546748714,0.00028945855599656566,18641.0,18641.0,18641.0,0.0,60.0,female,"rivne, rivne oblast, ukraine",white,,widowed,1-2 living elsewhere,christian,straight,female,,61-70,,,
tysonrs,0.0002775560891219386,0.00030090150904688636,0.00028922879908441245,14821.0,14821.0,14821.0,0.0,45.0,male,"managua, nicaragua",white,disenador grafico,single,more than 2 living elsewhere,spiritual,straight,male,,41-50,,,
rosliz40,0.0002564606068387261,0.00031841028500289827,0.00028743544592081216,26901.0,26901.0,26901.0,0.0,46.0,female,"pitrufquen, ix region, chile",white,,divorced,1-2 living elsewhere,spiritual,straight,female,,41-50,,,
steve2154,0.00015539848130955979,0.000417826992402232,0.0002866127368558959,15928.0,15928.0,15928.0,0.0,51.0,male,"boone, ia 50036, usa",white,,divorced,no children,christian,straight,male,,51-60,,,
matt0icu812,1.2816624456030917e-05,0.0005603662715090536,0.0002865914479825423,1280.0,1280.0,1280.0,0.0,46.0,male,"carroll, ia 51401, usa",white,,single,no children,christian,straight,male,,41-50,,,
khani,0.0001638133550418732,0.0004086551113834393,0.00028623423321265623,45639.0,45640.0,45640.0,0.0,57.0,male,"dhaka, bangladesh",asian,,widowed,1-2 living with me,muslim,straight,male,,51-60,,,
fulviaa,0.00011866292971238638,0.0004484266974034909,0.0002835448135579386,5415.0,5415.0,5415.0,0.0,53.0,female,"monterrey, n.l., mexico",hispanic,comerciante,single,no children,other,straight,female,,51-60,,,
